f0b4291097bb;xx_5G;-70|f0b4291097ba;xx;-56|bc14efa0bc43;gehua01141406060525423;-74|f0b42943b0b3;xx_plus;-53|e4d3320ac854;JDNR;-69|c06118b58928;jingjing;-69|d842ac9810e0;dilemodels;-73|ec26ca88baa0;TP-LINK_1004;-82|70a8e3e3cab4;ChinaNet-vyjy;-73|6ce873b21242;TP-LINK-1204;-80|ec26ca5dbbe2;WEI&XUAN;-88|	br
f0b4291097ba;xx;-65|f0b42943b0b3;xx_plus;-64|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-71|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-74|8cbebe25a50e;Xiaomi__xu-xiao-xi;-78|8ebebe25a500;Xiaomi_Hello_A50D;-78|70a8e3e3cab4;ChinaNet-vyjy;-71|d0aeec958c3c;360wifi-PSSGZF-2.4G;-83|c83a35287160;Tenda_287160;-88|143df208557a;22077;-90|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|	br
f0b4291097ba;xx;-65|f0b42943b0b3;xx_plus;-64|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-71|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-74|8cbebe25a50e;Xiaomi__xu-xiao-xi;-78|8ebebe25a500;Xiaomi_Hello_A50D;-78|70a8e3e3cab4;ChinaNet-vyjy;-71|d0aeec958c3c;360wifi-PSSGZF-2.4G;-83|c83a35287160;Tenda_287160;-88|143df208557a;22077;-90|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|	br
f0b4291097ba;xx;-60|f0b42943b0b3;xx_plus;-62|bc14efa0bc43;gehua01141406060525423;-68|f0b4291097bb;xx_5G;-73|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-81|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|	br
f0b4291097ba;xx;-60|f0b42943b0b3;xx_plus;-62|bc14efa0bc43;gehua01141406060525423;-68|f0b4291097bb;xx_5G;-73|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-81|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|	br
f0b4291097ba;xx;-57|f0b42943b0b3;xx_plus;-59|bc14efa0bc43;gehua01141406060525423;-67|f0b4291097bb;xx_5G;-64|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-81|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|ec26ca5dbbe2;WEI&XUAN;-89|	br
f0b4291097ba;xx;-55|f0b42943b0b3;xx_plus;-59|bc14efa0bc43;gehua01141406060525423;-67|f0b4291097bb;xx_5G;-64|d842ac9810e0;dilemodels;-83|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-81|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-74|8038bcb7b534;CU_xw211314;-88|ec26ca5dbbe2;WEI&XUAN;-89|	br
f0b4291097ba;xx;-55|f0b42943b0b3;xx_plus;-55|bc14efa0bc43;gehua01141406060525423;-72|f0b4291097bb;xx_5G;-67|d842ac9810e0;dilemodels;-76|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-89|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-55|f0b42943b0b3;xx_plus;-55|bc14efa0bc43;gehua01141406060525423;-72|f0b4291097bb;xx_5G;-67|d842ac9810e0;dilemodels;-76|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-75|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-89|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-56|f0b42943b0b3;xx_plus;-58|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-78|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-78|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-88|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-56|f0b42943b0b3;xx_plus;-58|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-78|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-78|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-88|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-58|f0b42943b0b3;xx_plus;-56|bc14efa0bc43;gehua01141406060525423;-76|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-87|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-88|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-58|f0b42943b0b3;xx_plus;-56|bc14efa0bc43;gehua01141406060525423;-76|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-71|c06118b58928;jingjing;-71|70a8e3e3cab4;ChinaNet-vyjy;-87|6ce873b21242;TP-LINK-1204;-84|8038bcb7b534;CU_xw211314;-85|ec26ca5dbbe2;WEI&XUAN;-88|e4d3320ac854;JDNR;-81|	br
f0b4291097ba;xx;-57|f0b42943b0b3;xx_plus;-56|bc14efa0bc43;gehua01141406060525423;-76|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-74|70a8e3e3cab4;ChinaNet-vyjy;-87|ec26ca5dbbe2;WEI&XUAN;-89|	br
f0b4291097ba;xx;-57|f0b42943b0b3;xx_plus;-56|bc14efa0bc43;gehua01141406060525423;-76|f0b4291097bb;xx_5G;-63|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-74|70a8e3e3cab4;ChinaNet-vyjy;-87|ec26ca5dbbe2;WEI&XUAN;-89|	br
f0b4291097ba;xx;-62|f0b42943b0b3;xx_plus;-55|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-65|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-72|70a8e3e3cab4;ChinaNet-vyjy;-87|ec26ca5dbbe2;WEI&XUAN;-90|e4d3320ac854;JDNR;-92|	br
f0b4291097ba;xx;-62|f0b42943b0b3;xx_plus;-55|bc14efa0bc43;gehua01141406060525423;-74|f0b4291097bb;xx_5G;-65|d842ac9810e0;dilemodels;-80|ec26ca88baa0;TP-LINK_1004;-72|70a8e3e3cab4;ChinaNet-vyjy;-87|ec26ca5dbbe2;WEI&XUAN;-90|e4d3320ac854;JDNR;-92|	br
